4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.400000000000000000e+01,8.399999999999998579e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.200000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
4.500000000000000000e+01,8.499999999999998224e+00
